Team,País,#,POS,Player name (MD),Nombre ANTERIOR,Nombre NUEVO,Cambió?,First name(s),Last name(s),Name on shirt,externalRef,Observación,Nombre corregido sugerido
SCO,Scotland,8,MF,FLETCHER Tyler,Tyler Fletcher,Fletcher Tyler,SI,Tyler Robert,FLETCHER,FLETCHER,wc2026-SCO-8,Cambio de nombre,
SCO,Scotland,9,FW,DYKES Lyndon,Lyndon Dykes,Dykes Lyndon,SI,Lyndon John,DYKES,DYKES,wc2026-SCO-9,Cambio de nombre,
SCO,Scotland,10,FW,ADAMS Che,Che Adams,Adams Che,SI,Che Sac Everton Fred,ADAMS,ADAMS,wc2026-SCO-10,Cambio de nombre,
SCO,Scotland,11,MF,CHRISTIE Ryan,Ryan Christie,Christie Ryan,SI,Ryan,CHRISTIE,CHRISTIE,wc2026-SCO-11,Cambio de nombre,
SCO,Scotland,12,GK,KELLY Liam,Liam Kelly,Kelly Liam,SI,Liam Patrick,KELLY,KELLY,wc2026-SCO-12,Cambio de nombre,
SCO,Scotland,13,DF,HENDRY Jack,Jack Hendry,Hendry Jack,SI,Jack William,HENDRY,HENDRY,wc2026-SCO-13,Cambio de nombre,
SCO,Scotland,14,FW,STEWART Ross,Ross Stewart,Stewart Ross,SI,Ross Cameron,STEWART,STEWART,wc2026-SCO-14,Cambio de nombre,
SCO,Scotland,15,DF,SOUTTAR John,John Souttar,Souttar John,SI,John Francis,SOUTTAR,SOUTTAR,wc2026-SCO-15,Cambio de nombre,
SCO,Scotland,16,DF,HYAM Dominic,Dominic Hyam,Hyam Dominic,SI,Dominic John,HYAM,HYAM,wc2026-SCO-16,Cambio de nombre,
SCO,Scotland,17,FW,GANNON-DOAK Ben,Gannon Doak,Gannon-doak Ben,SI,Ben Gannon,DOAK,GANNON DOAK,wc2026-SCO-17,Cambio de nombre,
SCO,Scotland,18,FW,HIRST George,George Hirst,Hirst George,SI,George David Eric,HIRST,HIRST,wc2026-SCO-18,Cambio de nombre,
SCO,Scotland,19,MF,FERGUSON Lewis,Lewis Ferguson,Ferguson Lewis,SI,Lewis,FERGUSON,FERGUSON,wc2026-SCO-19,Cambio de nombre,
SCO,Scotland,20,FW,SHANKLAND Lawrence,Lawrence Shankland,Shankland Lawrence,SI,Lawrence,SHANKLAND,SHANKLAND,wc2026-SCO-20,Cambio de nombre,
SCO,Scotland,21,GK,GORDON Craig,Craig Gordon,Gordon Craig,SI,Craig Sinclair,GORDON,GORDON,wc2026-SCO-21,Cambio de nombre,
SCO,Scotland,22,DF,PATTERSON Nathan,Nathan Patterson,Patterson Nathan,SI,Nathan Kenneth,PATTERSON,PATTERSON,wc2026-SCO-22,Cambio de nombre,
SCO,Scotland,23,MF,McLEAN Kenny,Kenneth Mclean,Mclean Kenny,SI,Kenneth,MCLEAN,MCLEAN,wc2026-SCO-23,Cambio de nombre,
SCO,Scotland,24,DF,RALSTON Anthony,Anthony Ralston,Ralston Anthony,SI,Anthony,RALSTON,RALSTON,wc2026-SCO-24,Cambio de nombre,
SCO,Scotland,25,FW,CURTIS Findlay,Findlay Curtis,Curtis Findlay,SI,Findlay Kenneth,CURTIS,CURTIS,wc2026-SCO-25,Cambio de nombre,
SCO,Scotland,26,DF,McKENNA Scott,Scott Mckenna,Mckenna Scott,SI,Scott Fraser,MCKENNA,MCKENNA,wc2026-SCO-26,Cambio de nombre,
SEN,Senegal,1,GK,DIOUF Yehvann,Y. Diouf,Diouf Yehvann,SI,Yehvann Djibril Victor,DIOUF,Y. DIOUF,wc2026-SEN-1,Cambio de nombre,
SEN,Senegal,2,DF,SARR Mamadou,Mamadou Sarr,Sarr Mamadou,SI,Mamadou,SARR,SARR,wc2026-SEN-2,Cambio de nombre,
SEN,Senegal,3,DF,KOULIBALY Kalidou,Kalidou Koulibaly,Koulibaly Kalidou,SI,Kalidou,KOULIBALY,KOULIBALY,wc2026-SEN-3,Cambio de nombre,
SEN,Senegal,4,DF,SECK Abdoulaye,Abdoulaye Seck,Seck Abdoulaye,SI,Abdoulaye,SECK,SECK,wc2026-SEN-4,Cambio de nombre,
SEN,Senegal,5,MF,GUEYE Idrissa Gana,Idrissa Gueye,Gueye Idrissa Gana,SI,Idrissa Gana,GUEYE,GANA,wc2026-SEN-5,Cambio de nombre,
SEN,Senegal,6,MF,CISS Pathe,P.i. Ciss,Ciss Pathe,SI,Ismaila Pathe,CISS,P.I. CISS,wc2026-SEN-6,Cambio de nombre,
SEN,Senegal,7,FW,DIAO Assane,Assane Diao,Diao Assane,SI,Assane,DIAO,DIAO,wc2026-SEN-7,Cambio de nombre,
SEN,Senegal,8,MF,CAMARA Lamine,Lamine Camara,Camara Lamine,SI,Lamine,CAMARA,LAMINE,wc2026-SEN-8,Cambio de nombre,
SEN,Senegal,9,FW,DIENG Bamba,B. Dieng,Dieng Bamba,SI,Cheikh Ahmadou Bamba Mbacke,DIENG,B. DIENG,wc2026-SEN-9,Cambio de nombre,
SEN,Senegal,10,FW,MANE Sadio,Sadio Mané,Mane Sadio,SI,Sadio,MANÉ,MANÉ,wc2026-SEN-10,Cambio de nombre,
SEN,Senegal,11,FW,JACKSON Nicolas,Nicolas Jackson,Jackson Nicolas,SI,Nicolas,JACKSON,JACKSON,wc2026-SEN-11,Cambio de nombre,
SEN,Senegal,12,FW,NDIAYE Cherif,Pape Ndiaye,Ndiaye Cherif,SI,Pape Cherif,NDIAYE,CHERIF,wc2026-SEN-12,Cambio de nombre,
SEN,Senegal,13,FW,NDIAYE Iliman,Iliman Ndiaye,Ndiaye Iliman,SI,Iliman Cheikh Baroy,NDIAYE,NDIAYE,wc2026-SEN-13,Cambio de nombre,
SEN,Senegal,14,DF,JAKOBS Ismail,Ismail Jakobs,Jakobs Ismail,SI,Ismail Joshua,JAKOBS,JAKOBS,wc2026-SEN-14,Cambio de nombre,
SEN,Senegal,15,DF,DIATTA Krepin,Krépin Diatta,Diatta Krepin,SI,Krépin,DIATTA,KRÉPIN,wc2026-SEN-15,Cambio de nombre,
SEN,Senegal,16,GK,MENDY Edouard,Edouard Mendy,Mendy Edouard,SI,Edouard Osoque,MENDY,MENDY,wc2026-SEN-16,Cambio de nombre,
SEN,Senegal,17,MF,SARR Pape Matar,P.m. Sarr,Sarr Pape Matar,SI,Pape Matar,SARR,P.M. SARR,wc2026-SEN-17,Cambio de nombre,
SEN,Senegal,18,FW,SARR Ismaila,Ismaila Sarr,Sarr Ismaila,SI,Ismaila,SARR,SARR,wc2026-SEN-18,Cambio de nombre,
SEN,Senegal,19,DF,NIAKHATE Moussa,Moussa Niakhate,Niakhate Moussa,SI,Moussa,NIAKHATÉ,NIAKHATE,wc2026-SEN-19,Cambio de nombre,
SEN,Senegal,20,FW,MBAYE Ibrahim,Ibrahim Mbaye,Mbaye Ibrahim,SI,Ibrahim,MBAYE,MBAYE,wc2026-SEN-20,Cambio de nombre,
SEN,Senegal,21,MF,DIARRA Habib,H. Diarra,Diarra Habib,SI,Mouhamadou Habib Mbacke,DIARRA,H. DIARRA,wc2026-SEN-21,Cambio de nombre,
SEN,Senegal,22,MF,NDIAYE Bara Sapoko,Bara Ndiaye,Ndiaye Bara Sapoko,SI,Bara Sapoko,NDIAYE,BARA,wc2026-SEN-22,Cambio de nombre,
SEN,Senegal,23,GK,DIAW Mory,Mory Diaw,Diaw Mory,SI,Mory,DIAW,DIAW,wc2026-SEN-23,Cambio de nombre,
SEN,Senegal,24,DF,MENDY Antoine,A. Mendy,Mendy Antoine,SI,Antoine Alpha,MENDY,A. MENDY,wc2026-SEN-24,Cambio de nombre,
SEN,Senegal,25,DF,DIOUF El Hadji Malick,El Diouf,Diouf El Hadji Malick,SI,El Hadji Malick,DIOUF,DIOUF,wc2026-SEN-25,Cambio de nombre,
SEN,Senegal,26,MF,GUEYE Pape,Pape Gueye,Gueye Pape,SI,Pape Alassane,GUEYE,GUEYE,wc2026-SEN-26,Cambio de nombre,
RSA,South Africa,1,GK,WILLIAMS Ronwen,Ronwen Williams,Williams Ronwen,SI,Ronwen Hayden,WILLIAMS,WILLIAMS,wc2026-RSA-1,Cambio de nombre,
RSA,South Africa,2,DF,MATULUDI Thabang,Tholo Matuludi,Matuludi Thabang,SI,Tholo Thabang,MATULUDI,MATULUDI,wc2026-RSA-2,Cambio de nombre,
RSA,South Africa,3,DF,NDAMANE Khulumani,Khulumani Ndamane,Ndamane Khulumani,SI,Khulumani,NDAMANE,NDAMANE,wc2026-RSA-3,Cambio de nombre,
RSA,South Africa,4,MF,MOKOENA Teboho,Teboho Mokoena,Mokoena Teboho,SI,Teboho,MOKOENA,MOKOENA,wc2026-RSA-4,Cambio de nombre,
RSA,South Africa,5,MF,MBATHA Thalente,Thalente Mbatha,Mbatha Thalente,SI,Thalente Wandile,MBATHA,MBATHA,wc2026-RSA-5,Cambio de nombre,
RSA,South Africa,6,DF,MODIBA Aubrey,Aubrey Modiba,Modiba Aubrey,SI,Aubrey Maphosa,MODIBA,MODIBA,wc2026-RSA-6,Cambio de nombre,
RSA,South Africa,7,FW,APPOLLIS Oswin,Oswin Appollis,Appollis Oswin,SI,Oswin Reagan,APPOLLIS,APPOLLIS,wc2026-RSA-7,Cambio de nombre,
RSA,South Africa,8,FW,MOREMI Tshepang,Tshepang Moremi,Moremi Tshepang,SI,Tshepang,MOREMI,MOREMI,wc2026-RSA-8,Cambio de nombre,
RSA,South Africa,9,FW,FOSTER Lyle,Lyle Foster,Foster Lyle,SI,Lyle Brent,FOSTER,FOSTER,wc2026-RSA-9,Cambio de nombre,
RSA,South Africa,10,FW,MOFOKENG Relebohile,Relebohile Mofokeng,Mofokeng Relebohile,SI,Relebohile,MOFOKENG,MOFOKENG,wc2026-RSA-10,Cambio de nombre,
RSA,South Africa,11,MF,ZWANE Themba,Themba Zwane,Zwane Themba,SI,Themba,ZWANE,ZWANE,wc2026-RSA-11,Cambio de nombre,
RSA,South Africa,12,FW,MASEKO Thapelo,Thapelo Maseko,Maseko Thapelo,SI,Thapelo,MASEKO,MASEKO,wc2026-RSA-12,Cambio de nombre,
RSA,South Africa,13,MF,SITHOLE Sphephelo,Sphephelo Sithole,Sithole Sphephelo,SI,Sphephelo S'miso,SITHOLE,SITHOLE,wc2026-RSA-13,Cambio de nombre,
RSA,South Africa,14,DF,MBOKAZI Mbekezeli,Mbekezeli Mbokazi,Mbokazi Mbekezeli,SI,Mbekezeli Mfanufikile,MBOKAZI,MBOKAZI,wc2026-RSA-14,Cambio de nombre,
RSA,South Africa,15,FW,RAYNERS Iqraam,Iqraam Rayners,Rayners Iqraam,SI,Iqraam,RAYNERS,RAYNERS,wc2026-RSA-15,Cambio de nombre,
RSA,South Africa,16,GK,CHAINE Sipho,Sipho Chaine,Chaine Sipho,SI,Sipho Justin,CHAINE,CHAINE,wc2026-RSA-16,Cambio de nombre,
RSA,South Africa,17,FW,MAKGOPA Evidence,Sekotori Makgpa,Makgopa Evidence,SI,Sekotori Evidence,MAKGOPA,MAKGPA,wc2026-RSA-17,Cambio de nombre,
RSA,South Africa,18,DF,KABINI Samukelo,Samukele Kabini,Kabini Samukelo,SI,Samukele Alucious,KABINI,KABINI,wc2026-RSA-18,Cambio de nombre,
RSA,South Africa,19,DF,SIBISI Nkosinathi,Nkosinathi Sibisi,Sibisi Nkosinathi,SI,Nkosinathi Emmanuel,SIBISI,SIBISI,wc2026-RSA-19,Cambio de nombre,
RSA,South Africa,20,DF,MUDAU Khuliso,Khuliso Mudau,Mudau Khuliso,SI,Khuliso Johnson,MUDAU,MUDAU,wc2026-RSA-20,Cambio de nombre,
RSA,South Africa,21,DF,OKON Ime,Ime Okon,Okon Ime,SI,Ime Daniel,OKON,OKON,wc2026-RSA-21,Cambio de nombre,
RSA,South Africa,22,GK,GOSS Ricardo,Stuart Goss,Goss Ricardo,SI,Stuart Ricardo,GOSS,GOSS,wc2026-RSA-22,Cambio de nombre,
RSA,South Africa,23,MF,ADAMS Jayden,Jayden Adams,Adams Jayden,SI,Jayden Oswin,ADAMS,ADAMS,wc2026-RSA-23,Cambio de nombre,
RSA,South Africa,24,DF,MAKHANYA Olwethu,Olwethu Makhanya,Makhanya Olwethu,SI,Olwethu Mpilwenhle,MAKHANYA,MAKHANYA,wc2026-RSA-24,Cambio de nombre,
RSA,South Africa,25,FW,SEBELEBELE Kamogelo,Kamogelo Sebelebele,Sebelebele Kamogelo,SI,Kamogelo Michael,SEBELEBELE,SEBELEBELE,wc2026-RSA-25,Cambio de nombre,
RSA,South Africa,26,DF,CROSS Bradley,Bradley Cross,Cross Bradley,SI,Bradley Paul,CROSS,CROSS,wc2026-RSA-26,Cambio de nombre,
ESP,Spain,1,GK,RAYA David,David Raya,Raya David,SI,David,RAYA MARTÍN,RAYA,wc2026-ESP-1,Cambio de nombre,
ESP,Spain,2,DF,PUBILL Marc,Marc Pubill,Pubill Marc,SI,Marc,PUBILL PAGES,MARC PUBILL,wc2026-ESP-2,Cambio de nombre,
ESP,Spain,3,DF,GRIMALDO Alex,Alejandro Grimaldo,Grimaldo Alex,SI,Alejandro,GRIMALDO GARCÍA,GRIMALDO,wc2026-ESP-3,Cambio de nombre,
ESP,Spain,4,DF,GARCIA Eric,Eric Martret,Garcia Eric,SI,Eric,GARCÍA MARTRET,ERIC,wc2026-ESP-4,Cambio de nombre,
ESP,Spain,5,DF,LLORENTE Marcos,M. Llorente,Llorente Marcos,SI,Marcos,LLORENTE MORENO,M. LLORENTE,wc2026-ESP-5,Cambio de nombre,
ESP,Spain,6,MF,MERINO Mikel,Mikel Merino,Merino Mikel,SI,Mikel,MERINO ZAZÓN,MERINO,wc2026-ESP-6,Cambio de nombre,
ESP,Spain,7,FW,TORRES Ferran,Ferran García,Torres Ferran,SI,Ferran,TORRES GARCÍA,FERRAN,wc2026-ESP-7,Cambio de nombre,
ESP,Spain,8,MF,RUIZ Fabian,Fabian Fabián,Ruiz Fabian,SI,Fabian,RUIZ PEÑA,FABIÁN,wc2026-ESP-8,Cambio de nombre,
ESP,Spain,9,MF,GAVI,Pablo Gavi,Gavi,SI,Pablo,PAEZ GAVIRA,GAVI,wc2026-ESP-9,Cambio de nombre,
ESP,Spain,10,FW,OLMO Dani,Daniel Olmo,Olmo Dani,SI,Daniel,OLMO CARVAJAL,OLMO,wc2026-ESP-10,Cambio de nombre,
ESP,Spain,11,FW,PINO Yeremy,Yeremy Santos,Pino Yeremy,SI,Yeremy Jesús,PINO SANTOS,YEREMY,wc2026-ESP-11,Cambio de nombre,
ESP,Spain,12,DF,PORRO Pedro,Pedro Porro,Porro Pedro,SI,Pedro Antonio,PORRO SAUCEDA,PEDRO PORRO,wc2026-ESP-12,Cambio de nombre,
ESP,Spain,13,GK,GARCIA Joan,Joan Garcia,Garcia Joan,SI,Joan,GARCIA PONS,JOAN GARCIA,wc2026-ESP-13,Cambio de nombre,
ESP,Spain,14,DF,LAPORTE Aymeric,Aymeric Laporte,Laporte Aymeric,SI,Aymeric,LAPORTE FEVRE,LAPORTE,wc2026-ESP-14,Cambio de nombre,
ESP,Spain,15,MF,BAENA Alex,Alex B.,Baena Alex,SI,Alejandro,BAENA RODRÍGUEZ,ALEX B.,wc2026-ESP-15,Cambio de nombre,
ESP,Spain,16,MF,RODRI,Rodrigo Cascante,Rodri,SI,Rodrigo,HERNÁNDEZ CASCANTE,RODRIGO,wc2026-ESP-16,Cambio de nombre,
ESP,Spain,17,FW,WILLIAMS Nico,Williams Jr,Williams Nico,SI,Nicholas,WILLIAMS ARTHUER,WILLIAMS JR,wc2026-ESP-17,Cambio de nombre,
ESP,Spain,18,MF,ZUBIMENDI Martin,Martin Zubimendi,Zubimendi Martin,SI,Martin,ZUBIMENDI IBAÑEZ,ZUBIMENDI,wc2026-ESP-18,Cambio de nombre,
ESP,Spain,19,FW,YAMAL Lamine,Lamine Yamal,Yamal Lamine,SI,Lamine Yamal,NASRAOUI EBANA,LAMINE YAMAL,wc2026-ESP-19,Cambio de nombre,
ESP,Spain,20,MF,PEDRI,Pedro Pedri,Pedri,SI,Pedro,GONZÁLEZ LÓPEZ,PEDRI,wc2026-ESP-20,Cambio de nombre,
ESP,Spain,21,FW,OYARZABAL Mikel,Mikel Oyarzabal,Oyarzabal Mikel,SI,Mikel,OYARZABAL UGARTE,OYARZABAL,wc2026-ESP-21,Cambio de nombre,
ESP,Spain,22,DF,CUBARSI Pau,Pau Cubarsí,Cubarsi Pau,SI,Pau,CUBARSI I PAREDES,CUBARSÍ,wc2026-ESP-22,Cambio de nombre,
ESP,Spain,23,GK,SIMON Unai,Unai Simón,Simon Unai,SI,Unai,SIMÓN MENDIBIL,UNAI SIMÓN,wc2026-ESP-23,Cambio de nombre,
ESP,Spain,24,DF,CUCURELLA Marc,Marc Cucurella,Cucurella Marc,SI,Marc,CUCURELLA SASETA,CUCURELLA,wc2026-ESP-24,Cambio de nombre,
ESP,Spain,25,FW,MUNOZ Victor,Victor M.v.,Munoz Victor,SI,Victor,MUÑOZ VILLANUEVA,VICTOR M.V.,wc2026-ESP-25,Cambio de nombre,
ESP,Spain,26,FW,IGLESIAS Borja,B. Iglesias,Iglesias Borja,SI,Borja,IGLESIAS QUINTÁS,B. IGLESIAS,wc2026-ESP-26,Cambio de nombre,
SWE,Sweden,1,GK,WIDELL ZETTERSTROM Jacob,Jacob Zetterström,Widell Zetterstrom Jacob,SI,Jacob Mikael,WIDELL ZETTERSTRÖM,ZETTERSTRÖM,wc2026-SWE-1,Cambio de nombre,
SWE,Sweden,2,DF,LAGERBIELKE Gustaf,Gustaf Lagerbielke,Lagerbielke Gustaf,SI,Gustaf Johan,LAGERBIELKE,LAGERBIELKE,wc2026-SWE-2,Cambio de nombre,
SWE,Sweden,3,DF,LINDELOF Victor,Victor Lindelöf,Lindelof Victor,SI,Victor Jörgen,NILSSON LINDELÖF,LINDELÖF,wc2026-SWE-3,Cambio de nombre,
SWE,Sweden,4,DF,HIEN Isak,Isak Hien,Hien Isak,SI,Isak Malcolm Kwaku,HIEN,HIEN,wc2026-SWE-4,Cambio de nombre,
SWE,Sweden,5,DF,GUDMUNDSSON Gabriel,Gabriel Gudmundsson,Gudmundsson Gabriel,SI,Gabriel Johan,GUDMUNDSSON,GUDMUNDSSON,wc2026-SWE-5,Cambio de nombre,
SWE,Sweden,6,DF,JOHANSSON Herman,H. Johansson,Johansson Herman,SI,Herman Nils,JOHANSSON,H. JOHANSSON,wc2026-SWE-6,Cambio de nombre,
SWE,Sweden,7,MF,BERGVALL Lucas,Lucas Bergvall,Bergvall Lucas,SI,Lucas Erik Holger,BERGVALL,BERGVALL,wc2026-SWE-7,Cambio de nombre,
SWE,Sweden,8,DF,SVENSSON Daniel,Daniel Svensson,Svensson Daniel,SI,Daniel Jonathan,SVENSSON,SVENSSON,wc2026-SWE-8,Cambio de nombre,
SWE,Sweden,9,FW,ISAK Alexander,Alexander Isak,Isak Alexander,SI,Alexander,ISAK,ISAK,wc2026-SWE-9,Cambio de nombre,
SWE,Sweden,10,MF,NYGREN Benjamin,Erik Nygren,Nygren Benjamin,SI,Erik Benjamin,NYGREN,NYGREN,wc2026-SWE-10,Cambio de nombre,
SWE,Sweden,11,FW,ELANGA Anthony,Anthony Elanga,Elanga Anthony,SI,Anthony David Junior,ELANGA,ELANGA,wc2026-SWE-11,Cambio de nombre,
SWE,Sweden,12,GK,JOHANSSON Viktor,V. Johansson,Johansson Viktor,SI,Tobias Viktor,JOHANSSON,V. JOHANSSON,wc2026-SWE-12,Cambio de nombre,
SWE,Sweden,13,MF,SEMA Ken,Ken Sema,Sema Ken,SI,Ken,SEMA,SEMA,wc2026-SWE-13,Cambio de nombre,
SWE,Sweden,14,DF,EKDAL Hjalmar,Hjalmar Ekdal,Ekdal Hjalmar,SI,Hjalmar,EKDAL,EKDAL,wc2026-SWE-14,Cambio de nombre,
SWE,Sweden,15,DF,STARFELT Carl,Carl Starfelt,Starfelt Carl,SI,Carl Anders Theodor,STARFELT,STARFELT,wc2026-SWE-15,Cambio de nombre,
SWE,Sweden,16,MF,KARLSTROM Jesper,Jesper Karlström,Karlstrom Jesper,SI,Jesper Kewe,KARLSTRÖM,KARLSTRÖM,wc2026-SWE-16,Cambio de nombre,
SWE,Sweden,17,FW,GYOKERES Viktor,Viktor Gyökeres,Gyokeres Viktor,SI,Viktor Einar,GYÖKERES,GYÖKERES,wc2026-SWE-17,Cambio de nombre,
SWE,Sweden,18,MF,AYARI Yasin,Yasin Ayari,Ayari Yasin,SI,Yasin,AYARI,AYARI,wc2026-SWE-18,Cambio de nombre,
SWE,Sweden,19,MF,SVANBERG Mattias,Mattias Svanberg,Svanberg Mattias,SI,Mattias Olof,SVANBERG,SVANBERG,wc2026-SWE-19,Cambio de nombre,
SWE,Sweden,20,DF,SMITH Eric,Eric Smith,Smith Eric,SI,Eric Anders,SMITH,SMITH,wc2026-SWE-20,Cambio de nombre,
SWE,Sweden,21,DF,BERNHARDSSON Alexander,Alexander Bernhardsson,Bernhardsson Alexander,SI,Alexander Olof,BERNHARDSSON,BERNHARDSSON,wc2026-SWE-21,Cambio de nombre,
SWE,Sweden,22,MF,ZENELI Besfort,Besfort Zeneli,Zeneli Besfort,SI,Besfort,ZENELI,ZENELI,wc2026-SWE-22,Cambio de nombre,
SWE,Sweden,23,GK,NORDFELDT Kristoffer,Bo Nordfeldt,Nordfeldt Kristoffer,SI,Bo Kristoffer,NORDFELDT,NORDFELDT,wc2026-SWE-23,Cambio de nombre,
SWE,Sweden,24,DF,STROUD Elliot,Elliot Stroud,Stroud Elliot,SI,Elliot Karl,STROUD,STROUD,wc2026-SWE-24,Cambio de nombre,
SWE,Sweden,25,FW,NILSSON Gustaf,Håkan Nilsson,Nilsson Gustaf,SI,Håkan Gustaf,NILSSON,NILSSON,wc2026-SWE-25,Cambio de nombre,
SWE,Sweden,26,FW,ALI Taha,Taha Ali,Ali Taha,SI,Taha Abdi,ALI,ALI,wc2026-SWE-26,Cambio de nombre,
SUI,Switzerland,1,GK,KOBEL Gregor,Gregor Kobel,Kobel Gregor,SI,Gregor,KOBEL,KOBEL,wc2026-SUI-1,Cambio de nombre,
SUI,Switzerland,2,DF,MUHEIM Miro,Miro Muheim,Muheim Miro,SI,Miro Max Maria,MUHEIM,MUHEIM,wc2026-SUI-2,Cambio de nombre,
SUI,Switzerland,3,DF,WIDMER Silvan,Silvan Widmer,Widmer Silvan,SI,Silvan Dominic,WIDMER,WIDMER,wc2026-SUI-3,Cambio de nombre,
SUI,Switzerland,4,DF,ELVEDI Nico,Nico Elvedi,Elvedi Nico,SI,Nico,ELVEDI,ELVEDI,wc2026-SUI-4,Cambio de nombre,
SUI,Switzerland,5,DF,AKANJI Manuel,Manuel Akanji,Akanji Manuel,SI,Manuel Obafemi,AKANJI,AKANJI,wc2026-SUI-5,Cambio de nombre,
SUI,Switzerland,6,MF,ZAKARIA Denis,Denis Zakaria,Zakaria Denis,SI,Denis Lemi,ZAKARIA LAKO LADO,ZAKARIA,wc2026-SUI-6,Cambio de nombre,
SUI,Switzerland,7,FW,EMBOLO Breel,Breel Embolo,Embolo Breel,SI,Breel Donald,EMBOLO,EMBOLO,wc2026-SUI-7,Cambio de nombre,
SUI,Switzerland,8,MF,FREULER Remo,Remo Freuler,Freuler Remo,SI,Remo Marco,FREULER,FREULER,wc2026-SUI-8,Cambio de nombre,
SUI,Switzerland,9,MF,MANZAMBI Johan,Johan Manzambi,Manzambi Johan,SI,Johan Kula,MANZAMBI,MANZAMBI,wc2026-SUI-9,Cambio de nombre,
SUI,Switzerland,10,MF,XHAKA Granit,Granit Xhaka,Xhaka Granit,SI,Granit,XHAKA,XHAKA,wc2026-SUI-10,Cambio de nombre,
SUI,Switzerland,11,FW,NDOYE Dan,Dan Nodye,Ndoye Dan,SI,Dan,NDOYE,NODYE,wc2026-SUI-11,Cambio de nombre,
SUI,Switzerland,12,GK,MVOGO Yvon,Yvon Mvogo,Mvogo Yvon,SI,Yvon Landry,MVOGO NGANOMA,MVOGO,wc2026-SUI-12,Cambio de nombre,
SUI,Switzerland,13,DF,RODRIGUEZ Ricardo,Ricardo Rodriguez,Rodriguez Ricardo,SI,Ricardo Ivan,RODRIGUEZ ARAYA,RODRIGUEZ,wc2026-SUI-13,Cambio de nombre,
SUI,Switzerland,14,MF,JASHARI Ardon,Ardon Jashari,Jashari Ardon,SI,Ardon,JASHARI,JASHARI,wc2026-SUI-14,Cambio de nombre,
SUI,Switzerland,15,MF,SOW Djibril,Mohameth Sow,Sow Djibril,SI,Mohameth Djibril Ibrahima,SOW,SOW,wc2026-SUI-15,Cambio de nombre,
SUI,Switzerland,16,FW,FASSNACHT Christian,Christian Fassnacht,Fassnacht Christian,SI,Christian Andreas,FASSNACHT,FASSNACHT,wc2026-SUI-16,Cambio de nombre,
SUI,Switzerland,17,FW,VARGAS Ruben,Ruben Vargas,Vargas Ruben,SI,Ruben Estephan,VARGAS MARITNEZ,VARGAS,wc2026-SUI-17,Cambio de nombre,
SUI,Switzerland,18,DF,COEMERT Eray,Eray Cömert,Coemert Eray,SI,Eray Ervin,CÖMERT,CÖMERT,wc2026-SUI-18,Cambio de nombre,
SUI,Switzerland,19,FW,OKAFOR Noah,Noah Okafor,Okafor Noah,SI,Noah Arinzechukwu,OKAFOR,OKAFOR,wc2026-SUI-19,Cambio de nombre,
SUI,Switzerland,20,MF,AEBISCHER Michel,Michel Aebischer,Aebischer Michel,SI,Michel,AEBISCHER,AEBISCHER,wc2026-SUI-20,Cambio de nombre,
SUI,Switzerland,21,GK,KELLER Marvin,Marvin Keller,Keller Marvin,SI,Marvin,KELLER,KELLER,wc2026-SUI-21,Cambio de nombre,
SUI,Switzerland,22,MF,RIEDER Fabian,Fabian Rieder,Rieder Fabian,SI,Fabian,RIEDER,RIEDER,wc2026-SUI-22,Cambio de nombre,
SUI,Switzerland,23,FW,AMDOUNI Zeki,Mohamed Amdouni,Amdouni Zeki,SI,Mohamed Zeki,AMDOUNI,AMDOUNI,wc2026-SUI-23,Cambio de nombre,
SUI,Switzerland,24,DF,AMENDA Aurele,Aurèle Amenda,Amenda Aurele,SI,Aurèle Florian,AMENDA,AMENDA,wc2026-SUI-24,Cambio de nombre,
SUI,Switzerland,25,DF,JAQUEZ Luca,Luca Jaquez,Jaquez Luca,SI,Luca Antony,JAQUEZ,JAQUEZ,wc2026-SUI-25,Cambio de nombre,
SUI,Switzerland,26,FW,ITTEN Cedric,Cedric Itten,Itten Cedric,SI,Cedric Jan,ITTEN,ITTEN,wc2026-SUI-26,Cambio de nombre,
TUN,Tunisia,1,GK,CHAMAKH Mouhib,Abdelmouhib Chamakh,Chamakh Mouhib,SI,Abdelmouhib,CHAMAKH,CHAMAKH,wc2026-TUN-1,Cambio de nombre,
TUN,Tunisia,2,DF,ABDI Ali,Ali Abdi,Abdi Ali,SI,Ali,ELABDI,ABDI,wc2026-TUN-2,Cambio de nombre,
TUN,Tunisia,3,DF,TALBI Montassar,Montassar Talbi,Talbi Montassar,SI,Montassar Omar,TALBI,TALBI,wc2026-TUN-3,Cambio de nombre,
TUN,Tunisia,4,DF,REKIK Omar,Omar Rekik,Rekik Omar,SI,Omar,REKIK,REKIK,wc2026-TUN-4,Cambio de nombre,
TUN,Tunisia,5,DF,AROUS Adam,Adam Arous,Arous Adam,SI,Adam,AROUS,AROUS,wc2026-TUN-5,Cambio de nombre,
TUN,Tunisia,6,DF,BRONN Dylan,Dylan Bronn,Bronn Dylan,SI,Dylan Daniel Mahmoud,BRONN,BRONN,wc2026-TUN-6,Cambio de nombre,
TUN,Tunisia,7,FW,ACHOURI Elias,Mohamed Achouri,Achouri Elias,SI,Mohamed Elyes,ACHOURI,ACHOURI,wc2026-TUN-7,Cambio de nombre,
